transaction_id,customer_id,amount,merchant_category,country,transaction_hour,device_type,previous_transaction_minutes,transactions_last_24h,customer_age,is_fraud
TXN001107,CUST01063,11.87,grocery,CA,11,desktop,168.24,0,48,0
TXN001108,CUST00198,48.49,electronics,NG,9,mobile,45.4,5,52,0
TXN001109,CUST00579,89.77,retail,NG,20,mobile,220.72,4,75,0
TXN001110,CUST00391,107.97,electronics,US,0,desktop,21.88,3,30,0
TXN001111,CUST01203,30.99,retail,US,13,mobile,74.69,3,33,0
TXN001112,CUST00554,23.15,grocery,US,8,tablet,266.97,1,54,0
TXN001113,CUST01472,112.99,electronics,IN,14,mobile,320.05,8,58,0
TXN001114,CUST01039,9.87,electronics,US,20,mobile,76.23,3,73,0
TXN001115,CUST01313,51.35,grocery,GB,21,mobile,41.68,3,72,0
TXN001116,CUST00478,8.41,grocery,CA,22,tablet,571.47,0,36,0
TXN001117,CUST01255,96.1,restaurant,GB,13,desktop,257.69,4,64,0
TXN001118,CUST00923,25.58,entertainment,US,8,desktop,296.17,3,58,0
TXN001119,CUST00420,117.75,grocery,US,10,mobile,45.36,6,74,0
TXN001120,CUST00157,54.13,restaurant,US,4,tablet,99.43,3,32,0
TXN001121,CUST00550,9.75,grocery,US,11,tablet,12.72,3,63,0
TXN001122,CUST01465,137.64,fuel,US,15,mobile,20.85,1,68,0
TXN001123,CUST01121,156.22,online,US,19,desktop,44.94,6,74,0
TXN001124,CUST01021,80.02,online,CA,2,tablet,65.04,1,66,0
TXN001125,CUST00997,15.46,electronics,US,4,mobile,1057.09,2,50,0
TXN001126,CUST01435,24.39,restaurant,US,18,mobile,98.7,4,18,0
TXN001127,CUST00951,38.3,fuel,US,4,desktop,215.45,6,68,0
TXN001128,CUST00289,16.38,entertainment,US,23,mobile,422.65,4,30,0
TXN001129,CUST01278,179.89,grocery,US,17,tablet,50.84,5,41,0
TXN001130,CUST00196,38.26,travel,US,3,desktop,28.14,2,71,0
TXN001131,CUST00598,2.22,restaurant,DE,23,mobile,50.17,4,40,0
TXN001132,CUST00517,46.5,grocery,US,14,mobile,385.32,1,55,0
TXN001133,CUST00865,23.38,fuel,IN,4,desktop,197.22,2,46,0
TXN001134,CUST01142,30.72,online,US,7,mobile,108.05,2,33,0
TXN001135,CUST00806,22.91,restaurant,IN,15,mobile,308.95,3,66,0
TXN001136,CUST01183,74.22,restaurant,AE,21,mobile,48.62,2,49,0
TXN001137,CUST00815,101.46,retail,GB,0,desktop,49.2,2,61,0
TXN001138,CUST00228,43.95,entertainment,NG,4,tablet,150.75,3,54,1
TXN001139,CUST00216,23.59,retail,US,17,desktop,280.97,2,33,0
TXN001140,CUST00948,31.77,travel,US,15,desktop,54.09,2,60,0
TXN001141,CUST00015,33.77,online,US,22,mobile,42.44,4,56,0
TXN001142,CUST01181,14.84,electronics,US,9,desktop,115.63,6,63,0
TXN001143,CUST01285,59.08,grocery,US,3,mobile,25.94,4,41,0
TXN001144,CUST01181,52.46,electronics,CA,17,desktop,247.96,1,70,0
TXN001145,CUST00047,154.54,online,US,16,desktop,155.01,3,57,0
TXN001146,CUST00324,116.2,restaurant,US,20,desktop,129.34,3,38,0
TXN001147,CUST00844,16.68,entertainment,US,12,tablet,370.4,2,50,0
TXN001148,CUST00130,75.21,grocery,CA,7,desktop,237.4,7,44,0
TXN001149,CUST01435,12.79,electronics,IN,7,mobile,29.1,0,70,0
TXN001150,CUST00095,66.42,grocery,US,11,mobile,98.18,2,46,0
TXN001151,CUST00627,19.75,electronics,US,17,tablet,69.76,5,50,0
TXN001152,CUST00755,11.9,grocery,US,5,tablet,291.57,2,53,0
TXN001153,CUST01316,43.82,restaurant,ET,6,mobile,228.52,2,73,0
TXN001154,CUST00794,2.28,electronics,US,16,desktop,114.96,0,55,0
TXN001155,CUST01307,5.75,travel,IN,4,mobile,312.35,0,67,0
TXN001156,CUST00069,27.73,online,US,21,mobile,94.99,7,49,0
TXN001157,CUST00011,35.96,restaurant,US,22,desktop,292.92,2,63,0
TXN001158,CUST01278,22.89,online,IN,18,tablet,5.87,3,45,0
TXN001159,CUST00872,6.82,travel,IN,7,mobile,26.03,3,68,0
TXN001160,CUST00550,14.62,restaurant,GB,18,mobile,253.89,8,66,0
TXN001161,CUST01158,48.97,entertainment,US,7,desktop,21.87,1,55,0
TXN001162,CUST00712,59.25,online,FR,20,mobile,207.23,1,43,0
TXN001163,CUST00023,32.58,electronics,US,18,mobile,231.45,0,65,0
TXN001164,CUST00815,105.3,retail,US,6,mobile,195.35,2,75,0
TXN001165,CUST00346,49.27,entertainment,US,2,mobile,306.9,3,64,0
TXN001166,CUST00302,15.68,retail,US,5,desktop,129.0,1,64,0
TXN001167,CUST00363,25.02,fuel,FR,7,mobile,409.21,4,23,0
TXN001168,CUST00396,8.14,electronics,US,17,mobile,151.7,0,36,0
TXN001169,CUST00218,29.72,restaurant,IN,14,tablet,127.62,4,32,0
TXN001170,CUST00141,100.7,fuel,US,23,tablet,128.18,5,34,0
TXN001171,CUST00958,65.71,retail,US,16,mobile,437.64,4,51,0
TXN001172,CUST01234,134.56,online,GB,3,mobile,50.28,6,18,0
TXN001173,CUST00985,24.46,retail,AE,6,desktop,213.76,2,36,0
TXN001174,CUST00993,127.24,restaurant,IN,16,mobile,50.02,2,20,0
TXN001175,CUST00828,27.29,electronics,FR,21,mobile,17.41,4,34,0
TXN001176,CUST00683,144.26,retail,US,5,mobile,553.24,3,73,0
TXN001177,CUST01484,32.4,fuel,IN,12,tablet,25.01,5,56,0
TXN001178,CUST01004,67.17,retail,NG,6,tablet,208.62,4,63,0
TXN001179,CUST00356,144.77,fuel,US,8,desktop,99.47,6,31,0
TXN001180,CUST01008,27.29,travel,CA,22,desktop,326.63,2,28,0
TXN001181,CUST01348,41.2,online,CA,18,desktop,267.07,6,33,0
TXN001182,CUST01157,120.16,retail,US,19,mobile,27.94,3,71,0
TXN001183,CUST00888,28.99,online,IN,12,mobile,113.54,4,47,0
TXN001184,CUST00127,8.84,restaurant,US,14,desktop,5.03,2,56,0
TXN001185,CUST01130,282.31,travel,CA,16,desktop,101.03,3,44,0
TXN001186,CUST01009,20.7,online,US,4,mobile,216.84,4,35,0
TXN001187,CUST00604,38.81,grocery,US,22,mobile,47.55,3,73,0
TXN001188,CUST01402,105.22,fuel,FR,18,tablet,298.96,2,40,0
TXN001189,CUST01014,18.02,grocery,US,5,mobile,9.83,4,66,0
TXN001190,CUST00051,12.09,electronics,US,11,mobile,6.33,1,44,0
TXN001191,CUST01053,42.68,entertainment,IN,14,mobile,5.01,4,73,0
TXN001192,CUST01486,5.51,travel,FR,14,mobile,59.14,1,61,0
TXN001193,CUST01320,24.83,entertainment,CA,2,mobile,113.3,5,61,0
TXN001194,CUST01321,42.31,electronics,US,3,mobile,20.46,3,28,0
TXN001195,CUST00779,25.28,retail,US,4,desktop,1030.88,3,30,0
TXN001196,CUST01431,7.07,restaurant,FR,5,mobile,1391.62,0,61,0
TXN001197,CUST00814,163.07,grocery,AE,5,desktop,132.04,1,40,1
TXN001198,CUST01429,36.73,retail,US,16,mobile,151.08,2,43,0
TXN001199,CUST01370,138.54,fuel,GB,7,mobile,470.64,0,59,0
TXN001200,CUST00420,25.53,restaurant,US,18,desktop,264.38,3,51,0
TXN001201,CUST01206,13.74,retail,US,19,desktop,33.09,1,52,0
TXN001202,CUST00983,43.34,travel,US,23,desktop,283.06,1,71,0
TXN001203,CUST00825,26.69,retail,US,20,mobile,47.27,2,60,0
TXN001204,CUST01025,10.2,travel,US,21,mobile,101.26,2,55,0
TXN001205,CUST00567,144.0,travel,DE,12,desktop,136.87,1,37,0
TXN001206,CUST00371,17.77,travel,US,14,mobile,227.22,2,41,0
TXN001207,CUST00936,5.26,electronics,ET,16,desktop,29.29,4,49,0
TXN001208,CUST00661,124.98,online,GB,23,desktop,14.26,6,43,0
TXN001209,CUST01455,20.0,travel,DE,20,desktop,361.95,6,19,0
TXN001210,CUST00969,18.03,grocery,US,16,desktop,315.59,0,30,0
TXN001211,CUST01333,5.67,restaurant,US,22,mobile,133.34,5,20,0
TXN001212,CUST01161,188.85,restaurant,CA,1,mobile,195.44,2,56,0
TXN001213,CUST00202,9.12,retail,US,21,desktop,228.69,4,53,0
TXN001214,CUST01460,35.11,online,ET,2,desktop,116.51,3,29,0
TXN001215,CUST00313,82.49,fuel,US,21,mobile,53.53,2,44,0
TXN001216,CUST00117,50.49,retail,US,8,mobile,118.19,3,73,0
TXN001217,CUST00937,31.2,online,CA,5,mobile,542.13,2,31,0
TXN001218,CUST00575,6.04,retail,IN,0,desktop,327.44,7,27,0
TXN001219,CUST00244,14.74,restaurant,US,21,mobile,112.77,5,58,0
TXN001220,CUST00537,39.96,restaurant,US,18,tablet,46.02,5,71,0
TXN001221,CUST00075,15.07,electronics,AE,3,mobile,396.68,0,55,1
TXN001222,CUST00386,40.58,travel,US,12,tablet,183.02,5,29,0
TXN001223,CUST01234,65.48,retail,US,19,desktop,93.38,7,71,0
TXN001224,CUST00475,86.7,online,US,7,mobile,21.31,3,57,0
TXN001225,CUST00418,9.72,restaurant,US,22,mobile,250.81,1,28,0
TXN001226,CUST00347,297.87,fuel,CA,4,desktop,68.62,4,67,1
TXN001227,CUST00640,71.34,travel,US,9,mobile,167.79,4,19,0
TXN001228,CUST00939,33.06,grocery,NG,19,mobile,151.75,2,48,0
TXN001229,CUST00955,98.45,online,FR,18,tablet,216.49,1,27,0
TXN001230,CUST00876,352.63,retail,IN,11,mobile,138.85,3,62,0
TXN001231,CUST00763,7.86,entertainment,US,0,mobile,179.17,5,23,0
TXN001232,CUST01203,26.44,online,US,8,mobile,15.31,2,72,0
TXN001233,CUST01206,3.07,electronics,IN,23,desktop,197.0,2,59,0
TXN001234,CUST00664,40.15,grocery,US,15,mobile,38.86,3,39,0
TXN001235,CUST00025,47.72,travel,FR,16,mobile,89.56,1,64,0
TXN001236,CUST01204,31.84,fuel,US,17,mobile,129.34,4,36,0
TXN001237,CUST00710,17.21,electronics,FR,13,desktop,209.01,3,27,0
TXN001238,CUST01185,4.27,restaurant,IN,16,desktop,244.16,2,64,0
TXN001239,CUST00177,48.11,retail,US,0,mobile,219.69,3,44,0
TXN001240,CUST00285,141.94,entertainment,US,20,desktop,17.99,3,45,0
TXN001241,CUST00063,18.34,online,US,14,mobile,88.06,2,71,0
TXN001242,CUST01003,51.42,grocery,US,18,desktop,59.3,6,27,0
TXN001243,CUST00662,6.9,grocery,US,1,tablet,91.48,3,62,0
TXN001244,CUST00666,52.31,grocery,GB,23,mobile,187.37,6,68,0
TXN001245,CUST00156,22.35,online,US,23,tablet,38.58,4,34,0
TXN001246,CUST01493,15.45,grocery,US,13,desktop,125.52,2,32,0
TXN001247,CUST01073,15.48,entertainment,US,21,mobile,389.11,1,60,0
TXN001248,CUST00967,22.34,retail,US,1,desktop,236.43,5,29,0
TXN001249,CUST00849,48.54,electronics,US,14,mobile,232.62,4,37,0
TXN001250,CUST01108,8.92,travel,DE,0,mobile,339.95,8,33,0
TXN001251,CUST01385,22.26,fuel,NG,21,desktop,91.72,4,64,0
TXN001252,CUST00689,31.77,retail,US,0,desktop,256.49,2,37,0
TXN001253,CUST00148,11.03,retail,US,11,mobile,10.89,2,67,0
TXN001254,CUST00342,199.67,grocery,FR,21,desktop,10.45,5,44,0
TXN001255,CUST00476,14.1,grocery,US,14,tablet,72.57,3,39,0
TXN001256,CUST01087,16.96,fuel,US,17,mobile,39.46,0,44,0
TXN001257,CUST01384,12.45,fuel,CA,14,desktop,131.57,0,30,0
TXN001258,CUST00561,200.03,grocery,US,6,mobile,36.43,5,22,0
TXN001259,CUST00327,57.56,travel,US,11,mobile,668.18,0,34,0
TXN001260,CUST01165,12.98,entertainment,IN,9,tablet,342.81,5,51,0
TXN001261,CUST00990,100.11,restaurant,US,1,mobile,728.55,4,39,0
TXN001262,CUST00215,40.48,retail,NG,1,desktop,296.82,1,47,1
TXN001263,CUST00435,42.83,grocery,US,5,desktop,543.27,4,20,0
TXN001264,CUST00952,23.47,entertainment,ET,19,mobile,82.63,4,24,0
TXN001265,CUST00723,15.65,online,US,5,desktop,124.01,5,66,0
TXN001266,CUST01342,46.42,restaurant,US,23,mobile,49.35,2,32,0
TXN001267,CUST00032,19.2,fuel,DE,9,mobile,181.81,4,24,0
TXN001268,CUST00670,203.72,entertainment,NG,2,tablet,279.41,2,20,1
TXN001269,CUST00285,9.31,retail,US,15,tablet,124.31,2,46,0
TXN001270,CUST01329,153.88,electronics,DE,4,mobile,63.27,4,23,0
TXN001271,CUST00429,29.63,fuel,US,4,mobile,127.55,2,66,0
TXN001272,CUST00286,44.66,online,FR,9,mobile,11.69,2,44,0
TXN001273,CUST01168,76.18,online,DE,22,desktop,229.85,1,18,0
TXN001274,CUST01448,17.63,retail,US,12,mobile,108.14,3,66,0
TXN001275,CUST01043,78.59,grocery,US,23,mobile,411.31,2,71,0
TXN001276,CUST00018,2.21,restaurant,US,2,desktop,462.1,0,51,0
TXN001277,CUST00769,16.12,online,IN,17,mobile,24.14,6,75,0
TXN001278,CUST00590,13.14,grocery,US,18,mobile,998.93,0,25,0
TXN001279,CUST01395,9.45,retail,CA,5,mobile,630.12,2,64,0
TXN001280,CUST01199,26.71,online,US,19,desktop,177.58,1,42,0
TXN001281,CUST01010,48.7,travel,DE,0,mobile,314.2,3,32,0
TXN001282,CUST00194,66.86,entertainment,CA,9,mobile,3.35,4,55,0
TXN001283,CUST00502,42.13,travel,DE,9,desktop,633.51,2,28,0
TXN001284,CUST00988,17.02,online,NG,21,desktop,109.69,4,26,0
TXN001285,CUST01137,47.9,grocery,US,0,mobile,432.83,1,44,0
TXN001286,CUST00114,37.5,electronics,US,18,desktop,87.54,3,30,0
TXN001287,CUST01246,84.44,grocery,IN,10,mobile,279.36,1,29,0
TXN001288,CUST00947,72.02,fuel,US,12,mobile,97.41,1,28,0
TXN001289,CUST00831,34.14,travel,DE,16,mobile,81.09,2,72,0
TXN001290,CUST01288,13.5,restaurant,DE,19,mobile,527.98,3,75,0
TXN001291,CUST00925,17.24,travel,GB,17,desktop,216.18,2,52,0
TXN001292,CUST00055,19.11,restaurant,US,3,mobile,329.96,2,61,0
TXN001293,CUST00800,24.16,retail,US,14,mobile,141.09,3,74,0
TXN001294,CUST00778,43.3,grocery,GB,1,mobile,450.95,1,40,0
TXN001295,CUST01482,67.71,retail,US,5,tablet,242.45,4,38,0
TXN001296,CUST00162,31.47,online,GB,21,mobile,13.48,4,45,0
TXN001297,CUST01404,33.65,online,US,22,desktop,262.11,4,24,0
TXN001298,CUST00087,38.22,restaurant,US,8,mobile,3.4,3,30,0
TXN001299,CUST00055,19.77,retail,US,10,desktop,317.97,0,48,0
TXN001300,CUST01500,13.13,restaurant,IN,19,mobile,72.59,3,52,0
TXN001301,CUST01202,5.72,online,US,15,mobile,164.16,1,34,0
TXN001302,CUST01415,16.52,retail,CA,7,desktop,249.08,5,68,0
TXN001303,CUST01373,53.15,retail,IN,16,mobile,182.39,4,41,0
TXN001304,CUST01032,16.4,online,GB,22,mobile,200.86,11,69,0
TXN001305,CUST00833,26.11,retail,IN,22,mobile,401.73,3,39,0
TXN001306,CUST00313,52.8,fuel,US,3,mobile,84.3,1,27,0
TXN001307,CUST00759,55.74,restaurant,AE,6,desktop,142.59,3,33,0
TXN001308,CUST00443,11.25,electronics,US,10,mobile,34.61,4,54,0
TXN001309,CUST00328,89.75,electronics,ET,10,mobile,113.45,3,23,0
TXN001310,CUST01078,102.24,electronics,AE,10,mobile,29.26,2,29,0
TXN001311,CUST00761,10.7,fuel,US,20,mobile,180.72,2,18,0
TXN001312,CUST01263,14.53,online,US,20,mobile,70.55,3,67,0
TXN001313,CUST01253,108.97,grocery,DE,14,mobile,352.64,3,33,0
TXN001314,CUST00579,28.59,retail,US,4,mobile,75.77,5,74,0
TXN001315,CUST01075,3.6,restaurant,FR,5,desktop,60.85,8,68,0
TXN001316,CUST01007,8.17,retail,US,22,mobile,121.65,4,51,0
TXN001317,CUST01288,25.81,retail,NG,4,desktop,34.7,4,54,1
TXN001318,CUST01442,10.35,retail,US,8,desktop,41.02,6,75,0
TXN001319,CUST00096,21.9,entertainment,CA,10,mobile,275.14,1,44,0
TXN001320,CUST01112,34.21,restaurant,US,22,mobile,123.77,2,22,0
TXN001321,CUST01102,142.92,online,US,2,mobile,41.6,2,71,0
TXN001322,CUST01312,24.77,restaurant,US,19,desktop,5.77,1,36,0
TXN001323,CUST01144,96.79,restaurant,US,3,desktop,113.09,4,28,0
TXN001324,CUST00814,138.21,online,US,22,desktop,244.3,2,70,0
TXN001325,CUST00491,138.98,grocery,NG,14,mobile,77.87,2,54,0
TXN001326,CUST00452,44.02,retail,US,17,mobile,51.29,2,60,0
TXN001327,CUST00165,4.65,retail,FR,4,desktop,90.87,3,28,0
TXN001328,CUST00182,52.5,electronics,US,10,mobile,575.52,3,25,0
TXN001329,CUST00469,94.48,online,US,10,tablet,99.03,5,70,0
TXN001330,CUST00910,30.54,travel,US,3,mobile,54.11,3,33,0
TXN001331,CUST00735,189.54,retail,CA,15,mobile,151.6,4,48,0
TXN001332,CUST00823,78.24,fuel,US,10,desktop,299.64,5,28,0
TXN001333,CUST00944,58.46,restaurant,US,0,desktop,4.07,0,18,0
TXN001334,CUST00007,98.14,travel,US,12,desktop,147.0,0,64,0
TXN001335,CUST00330,46.22,electronics,US,18,mobile,325.76,2,34,0
TXN001336,CUST00775,2.74,retail,US,5,desktop,43.72,4,65,0
TXN001337,CUST00151,20.1,grocery,US,19,tablet,458.46,5,66,0
TXN001338,CUST01109,109.64,grocery,US,18,mobile,155.17,2,42,0
TXN001339,CUST00147,14.77,retail,GB,5,mobile,130.89,6,72,0
TXN001340,CUST01405,26.48,retail,US,12,desktop,596.68,1,64,0
TXN001341,CUST00915,11.65,retail,US,10,tablet,25.0,5,68,0
TXN001342,CUST01309,197.14,online,US,18,desktop,242.57,3,60,0
TXN001343,CUST00700,177.95,online,CA,6,tablet,307.24,0,43,0
TXN001344,CUST00082,13.68,online,US,11,mobile,120.69,5,51,0
TXN001345,CUST00514,38.37,grocery,GB,15,tablet,1.17,3,19,0
TXN001346,CUST00815,16.77,online,FR,0,mobile,133.75,1,33,0
TXN001347,CUST00709,61.25,grocery,CA,14,mobile,30.0,6,48,0
TXN001348,CUST00746,55.13,restaurant,US,12,mobile,148.83,3,39,0
TXN001349,CUST01023,74.57,retail,US,9,desktop,241.52,1,39,0
TXN001350,CUST01410,46.15,restaurant,US,17,mobile,136.31,1,49,0
TXN001351,CUST00707,623.54,retail,NG,3,tablet,179.36,2,23,1
TXN001352,CUST00471,11.85,restaurant,FR,21,tablet,19.76,2,19,0
TXN001353,CUST01143,5.99,restaurant,US,5,desktop,18.38,2,24,0
TXN001354,CUST00396,22.35,online,IN,7,mobile,342.61,5,28,0
TXN001355,CUST00261,6.9,fuel,US,23,mobile,9.11,2,27,0
TXN001356,CUST00805,7.44,travel,US,19,mobile,60.21,3,33,0
TXN001357,CUST00934,12.17,retail,US,21,desktop,499.63,6,68,0
TXN001358,CUST01280,13.17,grocery,US,8,mobile,110.54,3,18,0
TXN001359,CUST00905,12.75,retail,AE,22,desktop,202.05,3,52,0
TXN001360,CUST01250,55.6,restaurant,AE,7,mobile,45.11,4,55,0
TXN001361,CUST01077,19.96,retail,CA,23,desktop,56.77,2,56,0
TXN001362,CUST00940,27.67,electronics,US,17,mobile,128.04,3,27,0
TXN001363,CUST00854,80.98,entertainment,GB,6,desktop,182.95,4,52,0
TXN001364,CUST01388,15.39,fuel,FR,18,mobile,581.48,5,30,0
TXN001365,CUST01304,25.42,grocery,US,22,mobile,153.77,4,59,0
TXN001366,CUST00593,47.74,retail,US,17,tablet,18.16,3,31,0
TXN001367,CUST00714,4.75,restaurant,GB,0,mobile,82.29,2,29,0
TXN001368,CUST01182,3.05,restaurant,NG,10,tablet,50.39,2,61,0
TXN001369,CUST00632,46.81,entertainment,ET,8,mobile,52.84,2,73,0
TXN001370,CUST00059,54.16,grocery,US,9,mobile,126.72,5,20,0
TXN001371,CUST00128,260.92,restaurant,US,9,mobile,68.54,3,55,0
TXN001372,CUST00736,38.79,travel,AE,0,tablet,61.47,3,63,0
TXN001373,CUST00721,75.17,entertainment,AE,16,tablet,619.67,6,28,0
TXN001374,CUST01139,27.24,grocery,US,11,mobile,157.85,1,51,0
TXN001375,CUST01233,44.58,online,CA,11,mobile,54.63,2,42,0
TXN001376,CUST00526,175.43,fuel,NG,18,desktop,58.1,2,40,0
TXN001377,CUST00521,3.96,retail,NG,16,desktop,299.91,3,25,0
TXN001378,CUST00552,50.08,retail,ET,6,desktop,391.63,4,60,0
TXN001379,CUST00237,280.22,entertainment,US,22,desktop,204.55,5,61,0
TXN001380,CUST01305,43.91,online,DE,10,mobile,101.64,6,44,0
TXN001381,CUST01383,172.53,travel,US,23,desktop,260.34,3,67,0
TXN001382,CUST01225,17.65,grocery,NG,1,desktop,498.73,4,75,1
TXN001383,CUST01302,32.07,fuel,US,15,mobile,32.72,3,21,0
TXN001384,CUST01259,34.24,retail,GB,22,desktop,356.11,4,41,0
TXN001385,CUST00494,3.61,fuel,CA,8,tablet,340.07,4,30,0
TXN001386,CUST00004,10.3,grocery,FR,9,desktop,82.17,4,58,0
TXN001387,CUST00666,11.06,travel,CA,20,mobile,62.1,2,48,1
TXN001388,CUST00442,75.34,online,US,9,mobile,149.96,5,31,0
TXN001389,CUST00029,79.21,fuel,DE,2,mobile,57.21,3,37,0
TXN001390,CUST01133,45.79,fuel,US,16,mobile,28.28,2,71,0
TXN001391,CUST00610,75.5,online,US,13,tablet,550.67,5,54,0
TXN001392,CUST00805,28.1,restaurant,IN,18,mobile,121.68,3,39,0
TXN001393,CUST00075,110.16,retail,CA,17,desktop,115.05,2,29,0
TXN001394,CUST00838,33.41,fuel,DE,17,mobile,24.26,3,20,0
TXN001395,CUST01170,35.09,restaurant,US,13,desktop,126.27,4,49,0
TXN001396,CUST00128,25.39,restaurant,FR,2,mobile,244.45,4,22,0
TXN001397,CUST00042,65.66,retail,FR,9,mobile,51.31,3,49,0
TXN001398,CUST01380,21.73,retail,GB,22,mobile,82.85,7,29,0
TXN001399,CUST00041,87.92,electronics,IN,12,desktop,35.48,4,45,0
TXN001400,CUST00934,10.67,grocery,US,21,desktop,78.95,3,44,0
TXN001401,CUST00034,11.04,grocery,DE,11,mobile,355.56,0,40,0
TXN001402,CUST01041,65.85,restaurant,ET,8,mobile,48.7,1,21,0
TXN001403,CUST01177,30.31,online,US,9,desktop,5.4,2,22,0
TXN001404,CUST00998,21.03,online,US,18,desktop,138.3,6,55,0
TXN001405,CUST01402,80.65,online,IN,15,mobile,155.93,2,62,0
TXN001406,CUST00588,18.04,fuel,US,20,mobile,71.79,1,26,0
TXN001407,CUST00342,27.11,grocery,US,2,mobile,184.68,3,26,0
TXN001408,CUST00027,134.19,grocery,US,11,mobile,6.96,2,46,0
TXN001409,CUST01311,154.34,electronics,US,7,mobile,74.95,4,74,0
TXN001410,CUST00646,159.56,grocery,NG,14,desktop,28.11,2,34,0
TXN001411,CUST00731,24.97,grocery,US,10,tablet,47.0,2,36,0
TXN001412,CUST00168,113.38,online,US,22,mobile,86.78,0,19,0
TXN001413,CUST00610,12.82,entertainment,AE,12,desktop,122.41,1,49,0
TXN001414,CUST00268,13.37,fuel,US,5,desktop,17.61,3,71,0
TXN001415,CUST00821,3.16,entertainment,GB,12,tablet,19.23,3,32,0
TXN001416,CUST00455,176.42,fuel,AE,10,desktop,201.78,4,58,0
TXN001417,CUST00906,13.96,fuel,ET,5,desktop,93.19,2,19,0
TXN001418,CUST01425,29.18,restaurant,ET,5,desktop,34.96,5,31,0
TXN001419,CUST00922,13.33,retail,US,4,desktop,48.2,3,65,0
TXN001420,CUST00981,66.36,restaurant,US,6,mobile,229.17,1,49,0
TXN001421,CUST01500,22.75,restaurant,US,22,mobile,9.57,5,56,0
TXN001422,CUST00702,8.98,restaurant,US,22,tablet,127.94,3,66,0
TXN001423,CUST00634,51.5,retail,US,18,desktop,80.42,2,43,0
TXN001424,CUST00130,7.9,retail,US,10,mobile,300.02,4,63,0
TXN001425,CUST01020,14.33,entertainment,CA,5,desktop,281.01,3,29,0
TXN001426,CUST01387,4.03,online,US,8,mobile,210.35,3,59,0
TXN001427,CUST00819,7.97,online,US,19,mobile,87.44,4,43,0
TXN001428,CUST00693,39.59,retail,US,17,desktop,179.57,4,53,0
TXN001429,CUST01316,4.64,fuel,US,7,desktop,183.82,2,29,0
TXN001430,CUST01395,7.53,retail,GB,17,mobile,72.68,5,66,0
TXN001431,CUST00794,33.04,restaurant,GB,4,mobile,381.61,2,50,0
TXN001432,CUST00029,19.23,electronics,AE,5,tablet,754.25,5,43,1
TXN001433,CUST00149,242.75,retail,NG,1,tablet,67.95,5,40,1
TXN001434,CUST01320,207.24,grocery,DE,21,mobile,290.81,1,30,0
TXN001435,CUST00011,13.9,retail,GB,23,mobile,125.09,3,75,0
TXN001436,CUST00676,57.81,travel,US,3,mobile,112.14,4,54,0
TXN001437,CUST01137,70.06,retail,US,18,desktop,87.96,7,57,0
TXN001438,CUST00187,18.22,electronics,ET,3,desktop,62.16,4,45,0
TXN001439,CUST00807,7.42,fuel,US,15,mobile,453.53,2,51,0
TXN001440,CUST00744,32.71,travel,US,0,desktop,243.04,1,71,0
TXN001441,CUST01251,27.86,online,US,15,desktop,104.59,3,58,0
TXN001442,CUST01334,21.42,travel,US,0,mobile,250.66,6,36,0
TXN001443,CUST00098,51.54,retail,FR,23,mobile,228.24,2,71,0
TXN001444,CUST00055,15.63,fuel,US,16,mobile,55.99,4,63,0
TXN001445,CUST00623,10.46,restaurant,US,4,mobile,34.87,2,42,0
TXN001446,CUST00664,36.93,retail,US,15,desktop,325.75,2,52,0
TXN001447,CUST00758,48.71,restaurant,GB,2,mobile,300.27,6,38,0
TXN001448,CUST00406,10.21,electronics,DE,9,mobile,1037.59,3,23,0
TXN001449,CUST00069,83.77,grocery,US,17,mobile,3.52,2,66,0
TXN001450,CUST01336,5.64,retail,ET,20,desktop,139.92,2,33,0
TXN001451,CUST01313,18.58,restaurant,US,17,tablet,217.51,4,41,0
TXN001452,CUST00751,25.58,restaurant,DE,16,desktop,157.24,3,75,0
TXN001453,CUST01172,17.53,retail,DE,10,desktop,223.09,5,68,0
TXN001454,CUST01491,18.82,entertainment,IN,8,desktop,26.58,3,33,0
TXN001455,CUST01268,215.09,grocery,US,10,mobile,0.27,3,47,0
TXN001456,CUST00958,14.14,fuel,US,8,mobile,17.58,5,45,0
TXN001457,CUST00365,380.4,retail,US,16,mobile,86.06,1,27,0
TXN001458,CUST00482,51.27,grocery,US,19,mobile,71.8,3,73,0
TXN001459,CUST00201,36.31,entertainment,US,4,desktop,372.87,3,34,0
TXN001460,CUST00154,53.32,online,US,11,mobile,15.7,3,37,0
TXN001461,CUST01474,415.68,fuel,US,17,desktop,105.24,2,65,0
TXN001462,CUST00073,12.26,travel,NG,15,mobile,569.86,1,53,0
TXN001463,CUST00713,10.8,fuel,US,8,mobile,125.81,3,41,0
TXN001464,CUST00296,15.57,grocery,IN,7,tablet,25.56,6,33,0
TXN001465,CUST01041,34.2,fuel,ET,5,mobile,61.97,2,37,0
TXN001466,CUST01241,5.9,grocery,NG,16,mobile,177.41,5,69,0
TXN001467,CUST00061,33.86,travel,IN,13,mobile,2.17,4,72,0
TXN001468,CUST00939,180.11,grocery,FR,20,mobile,620.13,2,43,0
TXN001469,CUST00042,38.53,entertainment,ET,23,desktop,150.65,3,46,0
TXN001470,CUST00025,24.71,restaurant,US,13,desktop,219.22,2,73,0
TXN001471,CUST01063,17.85,travel,US,3,mobile,124.39,2,65,0
